id,label
test_511,0.5
test_512,0.5
test_513,0.5
test_514,0.5
test_515,0.5
test_516,0.5
test_517,0.5
test_518,0.5
test_519,0.5
test_520,0.5
test_521,0.5
test_522,0.5
test_523,0.5
test_524,0.5
test_525,0.5
test_526,0.5
test_527,0.5
test_528,0.5
test_529,0.5
test_530,0.5
test_531,0.5
test_532,0.5
test_533,0.5
test_534,0.5
test_535,0.5
test_536,0.5
test_537,0.5
test_538,0.5
test_539,0.5
test_540,0.5
test_541,0.5
test_542,0.5
test_543,0.5
test_544,0.5
test_545,0.5
test_546,0.5
test_547,0.5
test_548,0.5
test_549,0.5
test_550,0.5
test_551,0.5
test_552,0.5
test_553,0.5
test_554,0.5
test_555,0.5
test_556,0.5
test_557,0.5
test_558,0.5
test_559,0.5
test_560,0.5
test_561,0.5
test_562,0.5
test_563,0.5
test_564,0.5
test_565,0.5
test_566,0.5
test_567,0.5
test_568,0.5
test_569,0.5
test_570,0.5
test_571,0.5
test_572,0.5
test_573,0.5
test_574,0.5
test_575,0.5
test_576,0.5
test_577,0.5
test_578,0.5
test_579,0.5
test_580,0.5
test_581,0.5
test_582,0.5
test_583,0.5
test_584,0.5
test_585,0.5
test_586,0.5
test_587,0.5
test_588,0.5
test_589,0.5
test_590,0.5
test_591,0.5
test_592,0.5
test_593,0.5
test_594,0.5
test_595,0.5
test_596,0.5
test_597,0.5
test_598,0.5
test_599,0.5
test_600,0.5
test_601,0.5
test_602,0.5
test_603,0.5
test_604,0.5
test_605,0.5
test_606,0.5
test_607,0.5
test_608,0.5
test_609,0.5
test_610,0.5
test_611,0.5
test_612,0.5
test_613,0.5
test_614,0.5
test_615,0.5
test_616,0.5
test_617,0.5
test_618,0.5
test_619,0.5
test_620,0.5
test_621,0.5
test_622,0.5
test_623,0.5
test_624,0.5
test_625,0.5
test_626,0.5
test_627,0.5
test_628,0.5
test_629,0.5
test_630,0.5
test_631,0.5
test_632,0.5
test_633,0.5
test_634,0.5
test_635,0.5
test_636,0.5
test_637,0.5
test_638,0.5
test_639,0.5
test_640,0.5
test_641,0.5
test_642,0.5
test_643,0.5
test_644,0.5
test_645,0.5
test_646,0.5
test_647,0.5
test_648,0.5
test_649,0.5
test_650,0.5
test_651,0.5
test_652,0.5
test_653,0.5
test_654,0.5
test_655,0.5
test_656,0.5
test_657,0.5
test_658,0.5
test_659,0.5
test_660,0.5
test_661,0.5
test_662,0.5
test_663,0.5
test_664,0.5
test_665,0.5
test_666,0.5
test_667,0.5
test_668,0.5
test_669,0.5
test_670,0.5
test_671,0.5
test_672,0.5
test_673,0.5
test_674,0.5
test_675,0.5
test_676,0.5
test_677,0.5
test_678,0.5
test_679,0.5
test_680,0.5
test_681,0.5
test_682,0.5
test_683,0.5
test_684,0.5
test_685,0.5
test_686,0.5
test_687,0.5
test_688,0.5
test_689,0.5
test_690,0.5
test_691,0.5
test_692,0.5
test_693,0.5
test_694,0.5
test_695,0.5
test_696,0.5
test_697,0.5
test_698,0.5
test_699,0.5
test_700,0.5
test_701,0.5
test_702,0.5
test_703,0.5
test_704,0.5
test_705,0.5
test_706,0.5
test_707,0.5
test_708,0.5
test_709,0.5
test_710,0.5
test_711,0.5
test_712,0.5
test_713,0.5
test_714,0.5
test_715,0.5
test_716,0.5
test_717,0.5
test_718,0.5
test_719,0.5
test_720,0.5
test_721,0.5
test_722,0.5
test_723,0.5
test_724,0.5
test_725,0.5
test_726,0.5
test_727,0.5
test_728,0.5
test_729,0.5
test_730,0.5
test_731,0.5
test_732,0.5
test_733,0.5
test_734,0.5
test_735,0.5
test_736,0.5
test_737,0.5
test_738,0.5
test_739,0.5
test_740,0.5
test_741,0.5
test_742,0.5
test_743,0.5
test_744,0.5
test_745,0.5
test_746,0.5
test_747,0.5
test_748,0.5
test_749,0.5
test_750,0.5
test_751,0.5
test_752,0.5
test_753,0.5
test_754,0.5
test_755,0.5
test_756,0.5
test_757,0.5
test_758,0.5
test_759,0.5
test_760,0.5
test_761,0.5
test_762,0.5
test_763,0.5
test_764,0.5
test_765,0.5
test_766,0.5
test_767,0.5
test_768,0.5
test_769,0.5
test_770,0.5
test_771,0.5
test_772,0.5
test_773,0.5
test_774,0.5
test_775,0.5
test_776,0.5
test_777,0.5
test_778,0.5
test_779,0.5
test_780,0.5
test_781,0.5
test_782,0.5
test_783,0.5
test_784,0.5
test_785,0.5
test_786,0.5
test_787,0.5
test_788,0.5
test_789,0.5
test_790,0.5
test_791,0.5
test_792,0.5
test_793,0.5
test_794,0.5
test_795,0.5
test_796,0.5
test_797,0.5
test_798,0.5
test_799,0.5
test_800,0.5
test_801,0.5
test_802,0.5
test_803,0.5
test_804,0.5
test_805,0.5
test_806,0.5
test_807,0.5
test_808,0.5
test_809,0.5
test_810,0.5
test_811,0.5
test_812,0.5
test_813,0.5
test_814,0.5
test_815,0.5
test_816,0.5
test_817,0.5
test_818,0.5
test_819,0.5
test_820,0.5
test_821,0.5
test_822,0.5
test_823,0.5
test_824,0.5
test_825,0.5
test_826,0.5
test_827,0.5
test_828,0.5
test_829,0.5
test_830,0.5
test_831,0.5
test_832,0.5
test_833,0.5
test_834,0.5
test_835,0.5
test_836,0.5
test_837,0.5
test_838,0.5
test_839,0.5
test_840,0.5
test_841,0.5
test_842,0.5
test_843,0.5
test_844,0.5
test_845,0.5
test_846,0.5
test_847,0.5
test_848,0.5
test_849,0.5
test_850,0.5
test_851,0.5
test_852,0.5
test_853,0.5
test_854,0.5
test_855,0.5
test_856,0.5
test_857,0.5
test_858,0.5
test_859,0.5
test_860,0.5
test_861,0.5
test_862,0.5
test_863,0.5
test_864,0.5
test_865,0.5
test_866,0.5
test_867,0.5
test_868,0.5
test_869,0.5
test_870,0.5
test_871,0.5
test_872,0.5
test_873,0.5
test_874,0.5
test_875,0.5
test_876,0.5
test_877,0.5
test_878,0.5
test_879,0.5
test_880,0.5
test_881,0.5
test_882,0.5
test_883,0.5
test_884,0.5
test_885,0.5
test_886,0.5
test_887,0.5
test_888,0.5
test_889,0.5
test_890,0.5
test_891,0.5
test_892,0.5
test_893,0.5
test_894,0.5
test_895,0.5
test_896,0.5
test_897,0.5
test_898,0.5
test_899,0.5
test_900,0.5
test_901,0.5
test_902,0.5
test_903,0.5
test_904,0.5
test_905,0.5
test_906,0.5
test_907,0.5
test_908,0.5
test_909,0.5
test_910,0.5
test_911,0.5
test_912,0.5
test_913,0.5
test_914,0.5
test_915,0.5
test_916,0.5
test_917,0.5
test_918,0.5
test_919,0.5
test_920,0.5
test_921,0.5
test_922,0.5
test_923,0.5
test_924,0.5
test_925,0.5
test_926,0.5
test_927,0.5
test_928,0.5
test_929,0.5
test_930,0.5
test_931,0.5
test_932,0.5
test_933,0.5
test_934,0.5
test_935,0.5
test_936,0.5
test_937,0.5
test_938,0.5
test_939,0.5
test_940,0.5
test_941,0.5
test_942,0.5
test_943,0.5
test_944,0.5
test_945,0.5
test_946,0.5
test_947,0.5
test_948,0.5
test_949,0.5
test_950,0.5
test_951,0.5
test_952,0.5
test_953,0.5
test_954,0.5
test_955,0.5
test_956,0.5
test_957,0.5
test_958,0.5
test_959,0.5
test_960,0.5
test_961,0.5
test_962,0.5
test_963,0.5
test_964,0.5
test_965,0.5
test_966,0.5
test_967,0.5
test_968,0.5
test_969,0.5
test_970,0.5
test_971,0.5
test_972,0.5
test_973,0.5
test_974,0.5
test_975,0.5
test_976,0.5
test_977,0.5
test_978,0.5
test_979,0.5
test_980,0.5
test_981,0.5
test_982,0.5
test_983,0.5
test_984,0.5
test_985,0.5
test_986,0.5
test_987,0.5
test_988,0.5
test_989,0.5
test_990,0.5
test_991,0.5
test_992,0.5
test_993,0.5
test_994,0.5
test_995,0.5
test_996,0.5
test_997,0.5
test_998,0.5
test_999,0.5
test_1000,0.5
test_1001,0.5
test_1002,0.5
test_1003,0.5
test_1004,0.5
test_1005,0.5
test_1006,0.5
test_1007,0.5
test_1008,0.5
test_1009,0.5
test_1010,0.5
test_1011,0.5
test_1012,0.5
test_1013,0.5
test_1014,0.5
test_1015,0.5
test_1016,0.5
test_1017,0.5
test_1018,0.5
test_1019,0.5
test_1020,0.5
test_1021,0.5
test_1022,0.5
test_1023,0.5
test_1024,0.5
test_1025,0.5
test_1026,0.5
test_1027,0.5
test_1028,0.5
test_1029,0.5
test_1030,0.5
test_1031,0.5
test_1032,0.5
test_1033,0.5
test_1034,0.5
test_1035,0.5
test_1036,0.5
test_1037,0.5
test_1038,0.5
test_1039,0.5
test_1040,0.5
test_1041,0.5
test_1042,0.5
test_1043,0.5
test_1044,0.5
test_1045,0.5
test_1046,0.5
test_1047,0.5
test_1048,0.5
test_1049,0.5
test_1050,0.5
test_1051,0.5
test_1052,0.5
test_1053,0.5
test_1054,0.5
test_1055,0.5
test_1056,0.5
test_1057,0.5
test_1058,0.5
test_1059,0.5
test_1060,0.5
test_1061,0.5
test_1062,0.5
test_1063,0.5
test_1064,0.5
test_1065,0.5
test_1066,0.5
test_1067,0.5
test_1068,0.5
test_1069,0.5
test_1070,0.5
test_1071,0.5
test_1072,0.5
test_1073,0.5
test_1074,0.5
test_1075,0.5
test_1076,0.5
test_1077,0.5
test_1078,0.5
test_1079,0.5
test_1080,0.5
test_1081,0.5
test_1082,0.5
test_1083,0.5
test_1084,0.5
test_1085,0.5
test_1086,0.5
test_1087,0.5
test_1088,0.5
test_1089,0.5
test_1090,0.5
test_1091,0.5
test_1092,0.5
test_1093,0.5
test_1094,0.5
test_1095,0.5
test_1096,0.5
test_1097,0.5
test_1098,0.5
test_1099,0.5
test_1100,0.5
test_1101,0.5
test_1102,0.5
test_1103,0.5
test_1104,0.5
test_1105,0.5
test_1106,0.5
test_1107,0.5
test_1108,0.5
test_1109,0.5
test_1110,0.5
test_1111,0.5
test_1112,0.5
test_1113,0.5
test_1114,0.5
test_1115,0.5
test_1116,0.5
test_1117,0.5
test_1118,0.5
test_1119,0.5
test_1120,0.5
test_1121,0.5
test_1122,0.5
test_1123,0.5
test_1124,0.5
test_1125,0.5
test_1126,0.5
test_1127,0.5
test_1128,0.5
test_1129,0.5
test_1130,0.5
test_1131,0.5
test_1132,0.5
test_1133,0.5
test_1134,0.5
test_1135,0.5
test_1136,0.5
test_1137,0.5
test_1138,0.5
test_1139,0.5
test_1140,0.5
test_1141,0.5
test_1142,0.5
test_1143,0.5
test_1144,0.5
test_1145,0.5
test_1146,0.5
test_1147,0.5
test_1148,0.5
test_1149,0.5
test_1150,0.5
test_1151,0.5
test_1152,0.5
test_1153,0.5
test_1154,0.5
test_1155,0.5
test_1156,0.5
test_1157,0.5
test_1158,0.5
test_1159,0.5
test_1160,0.5
test_1161,0.5
test_1162,0.5
test_1163,0.5
test_1164,0.5
test_1165,0.5
test_1166,0.5
test_1167,0.5
test_1168,0.5
test_1169,0.5
test_1170,0.5
test_1171,0.5
test_1172,0.5
test_1173,0.5
test_1174,0.5
test_1175,0.5
test_1176,0.5
test_1177,0.5
test_1178,0.5
test_1179,0.5
test_1180,0.5
test_1181,0.5
test_1182,0.5
test_1183,0.5
test_1184,0.5
test_1185,0.5
test_1186,0.5
test_1187,0.5
test_1188,0.5
test_1189,0.5
test_1190,0.5
test_1191,0.5
test_1192,0.5
test_1193,0.5
test_1194,0.5
test_1195,0.5
test_1196,0.5
test_1197,0.5
test_1198,0.5
test_1199,0.5
test_1200,0.5
test_1201,0.5
test_1202,0.5
test_1203,0.5
test_1204,0.5
test_1205,0.5
test_1206,0.5
test_1207,0.5
test_1208,0.5
test_1209,0.5
test_1210,0.5
test_1211,0.5
test_1212,0.5
test_1213,0.5
test_1214,0.5
test_1215,0.5
test_1216,0.5
test_1217,0.5
test_1218,0.5
test_1219,0.5
test_1220,0.5
test_1221,0.5
test_1222,0.5
test_1223,0.5
test_1224,0.5
test_1225,0.5
test_1226,0.5
test_1227,0.5
test_1228,0.5
test_1229,0.5
test_1230,0.5
test_1231,0.5
test_1232,0.5
test_1233,0.5
test_1234,0.5
test_1235,0.5
test_1236,0.5
test_1237,0.5
test_1238,0.5
test_1239,0.5
test_1240,0.5
test_1241,0.5
test_1242,0.5
test_1243,0.5
test_1244,0.5
test_1245,0.5
test_1246,0.5
test_1247,0.5
test_1248,0.5
test_1249,0.5
test_1250,0.5
test_1251,0.5
test_1252,0.5
test_1253,0.5
test_1254,0.5
test_1255,0.5
test_1256,0.5
test_1257,0.5
test_1258,0.5
test_1259,0.5
test_1260,0.5
test_1261,0.5
test_1262,0.5
test_1263,0.5
test_1264,0.5
test_1265,0.5
test_1266,0.5
test_1267,0.5
test_1268,0.5
test_1269,0.5
test_1270,0.5
test_1271,0.5
test_1272,0.5
test_1273,0.5
test_1274,0.5
test_1275,0.5
test_1276,0.5
test_1277,0.5
test_1278,0.5
test_1279,0.5
test_1280,0.5
test_1281,0.5
test_1282,0.5
test_1283,0.5
test_1284,0.5
test_1285,0.5
test_1286,0.5
test_1287,0.5
test_1288,0.5
test_1289,0.5
test_1290,0.5
test_1291,0.5
test_1292,0.5
test_1293,0.5
test_1294,0.5
test_1295,0.5
test_1296,0.5
test_1297,0.5
test_1298,0.5
test_1299,0.5
test_1300,0.5
test_1301,0.5
test_1302,0.5
test_1303,0.5
test_1304,0.5
test_1305,0.5
test_1306,0.5
test_1307,0.5
test_1308,0.5
test_1309,0.5
test_1310,0.5
test_1311,0.5
test_1312,0.5
test_1313,0.5
test_1314,0.5
test_1315,0.5
test_1316,0.5
test_1317,0.5
test_1318,0.5
test_1319,0.5
test_1320,0.5
test_1321,0.5
test_1322,0.5
test_1323,0.5
test_1324,0.5
test_1325,0.5
test_1326,0.5
test_1327,0.5
test_1328,0.5
test_1329,0.5
test_1330,0.5
test_1331,0.5
test_1332,0.5
test_1333,0.5
test_1334,0.5
test_1335,0.5
test_1336,0.5
test_1337,0.5
test_1338,0.5
test_1339,0.5
test_1340,0.5
test_1341,0.5
test_1342,0.5
test_1343,0.5
test_1344,0.5
test_1345,0.5
test_1346,0.5
test_1347,0.5
test_1348,0.5
test_1349,0.5
test_1350,0.5
test_1351,0.5
test_1352,0.5
test_1353,0.5
test_1354,0.5
test_1355,0.5
test_1356,0.5
test_1357,0.5
test_1358,0.5
test_1359,0.5
test_1360,0.5
test_1361,0.5
test_1362,0.5
test_1363,0.5
test_1364,0.5
test_1365,0.5
test_1366,0.5
test_1367,0.5
test_1368,0.5
test_1369,0.5
test_1370,0.5
test_1371,0.5
test_1372,0.5
test_1373,0.5
test_1374,0.5
test_1375,0.5
test_1376,0.5
test_1377,0.5
test_1378,0.5
test_1379,0.5
test_1380,0.5
test_1381,0.5
test_1382,0.5
test_1383,0.5
test_1384,0.5
test_1385,0.5
test_1386,0.5
test_1387,0.5
test_1388,0.5
test_1389,0.5
test_1390,0.5
test_1391,0.5
test_1392,0.5
test_1393,0.5
test_1394,0.5
test_1395,0.5
test_1396,0.5
test_1397,0.5
test_1398,0.5
test_1399,0.5
test_1400,0.5
test_1401,0.5
test_1402,0.5
test_1403,0.5
test_1404,0.5
test_1405,0.5
test_1406,0.5
test_1407,0.5
test_1408,0.5
test_1409,0.5
test_1410,0.5
test_1411,0.5
test_1412,0.5
test_1413,0.5
test_1414,0.5
test_1415,0.5
test_1416,0.5
test_1417,0.5
test_1418,0.5
test_1419,0.5
test_1420,0.5
test_1421,0.5
test_1422,0.5
test_1423,0.5
test_1424,0.5
test_1425,0.5
test_1426,0.5
test_1427,0.5
test_1428,0.5
test_1429,0.5
test_1430,0.5
test_1431,0.5
test_1432,0.5
test_1433,0.5
test_1434,0.5
test_1435,0.5
test_1436,0.5
test_1437,0.5
test_1438,0.5
test_1439,0.5
test_1440,0.5
test_1441,0.5
test_1442,0.5
test_1443,0.5
test_1444,0.5
test_1445,0.5
test_1446,0.5
test_1447,0.5
test_1448,0.5
test_1449,0.5
test_1450,0.5
test_1451,0.5
test_1452,0.5
test_1453,0.5
test_1454,0.5
test_1455,0.5
test_1456,0.5
test_1457,0.5
test_1458,0.5
test_1459,0.5
test_1460,0.5
test_1461,0.5
test_1462,0.5
test_1463,0.5
test_1464,0.5
test_1465,0.5
test_1466,0.5
test_1467,0.5
test_1468,0.5
test_1469,0.5
test_1470,0.5
test_1471,0.5
test_1472,0.5
test_1473,0.5
test_1474,0.5
test_1475,0.5
test_1476,0.5
test_1477,0.5
test_1478,0.5
test_1479,0.5
test_1480,0.5
test_1481,0.5
test_1482,0.5
test_1483,0.5
test_1484,0.5
test_1485,0.5
test_1486,0.5
test_1487,0.5
test_1488,0.5
test_1489,0.5
test_1490,0.5
test_1491,0.5
test_1492,0.5
test_1493,0.5
test_1494,0.5
test_1495,0.5
test_1496,0.5
test_1497,0.5
test_1498,0.5
test_1499,0.5
test_1500,0.5
test_1501,0.5
test_1502,0.5
test_1503,0.5
test_1504,0.5
test_1505,0.5
test_1506,0.5
test_1507,0.5
test_1508,0.5
test_1509,0.5
test_1510,0.5
test_1511,0.5
test_1512,0.5
test_1513,0.5
test_1514,0.5
test_1515,0.5
test_1516,0.5
test_1517,0.5
test_1518,0.5
test_1519,0.5
test_1520,0.5
test_1521,0.5
test_1522,0.5
test_1523,0.5
test_1524,0.5
test_1525,0.5
test_1526,0.5
test_1527,0.5
test_1528,0.5
test_1529,0.5
test_1530,0.5
test_1531,0.5
test_1532,0.5
test_1533,0.5
test_1534,0.5
test_1535,0.5
test_1536,0.5
test_1537,0.5
test_1538,0.5
test_1539,0.5
test_1540,0.5
test_1541,0.5
test_1542,0.5
test_1543,0.5
test_1544,0.5
test_1545,0.5
test_1546,0.5
test_1547,0.5
test_1548,0.5
test_1549,0.5
test_1550,0.5
test_1551,0.5
test_1552,0.5
test_1553,0.5
test_1554,0.5
test_1555,0.5
test_1556,0.5
test_1557,0.5
test_1558,0.5
test_1559,0.5
test_1560,0.5
test_1561,0.5
test_1562,0.5
test_1563,0.5
test_1564,0.5
test_1565,0.5
test_1566,0.5
test_1567,0.5
test_1568,0.5
test_1569,0.5
test_1570,0.5
test_1571,0.5
test_1572,0.5
test_1573,0.5
test_1574,0.5
test_1575,0.5
test_1576,0.5
test_1577,0.5
test_1578,0.5
test_1579,0.5
test_1580,0.5
test_1581,0.5
test_1582,0.5
test_1583,0.5
test_1584,0.5
test_1585,0.5
test_1586,0.5
test_1587,0.5
test_1588,0.5
test_1589,0.5
test_1590,0.5
test_1591,0.5
test_1592,0.5
test_1593,0.5
test_1594,0.5
test_1595,0.5
test_1596,0.5
test_1597,0.5
test_1598,0.5
test_1599,0.5
test_1600,0.5
test_1601,0.5
test_1602,0.5
test_1603,0.5
test_1604,0.5
test_1605,0.5
test_1606,0.5
test_1607,0.5
test_1608,0.5
test_1609,0.5
test_1610,0.5
test_1611,0.5
test_1612,0.5
test_1613,0.5
test_1614,0.5
test_1615,0.5
test_1616,0.5
test_1617,0.5
test_1618,0.5
test_1619,0.5
test_1620,0.5
test_1621,0.5
test_1622,0.5
test_1623,0.5
test_1624,0.5
test_1625,0.5
test_1626,0.5
test_1627,0.5
test_1628,0.5
test_1629,0.5
test_1630,0.5
test_1631,0.5
test_1632,0.5
test_1633,0.5
test_1634,0.5
test_1635,0.5
test_1636,0.5
test_1637,0.5
test_1638,0.5
test_1639,0.5
test_1640,0.5
test_1641,0.5
test_1642,0.5
test_1643,0.5
test_1644,0.5
test_1645,0.5
test_1646,0.5
test_1647,0.5
test_1648,0.5
test_1649,0.5
test_1650,0.5
test_1651,0.5
test_1652,0.5
test_1653,0.5
test_1654,0.5
test_1655,0.5
test_1656,0.5
test_1657,0.5
test_1658,0.5
test_1659,0.5
test_1660,0.5
test_1661,0.5
test_1662,0.5
test_1663,0.5
test_1664,0.5
